text,label
believe weakness strong believe conqueror feel like real fake fine,0
feel loyal one im,2
nasty feeling ungrateful wretch,0
feeling rebellious happening u family,3
bathroom sat pee make feel submissive per instruction,0
wrote song time feeling disillusioned worship scene town live,0
feel like ignored,0
feel bouncy yay today,1
come fight feeling whipped saddened hated put big girl panty pretend hey everything fine even though pissy,0
feel unwelcome,0
preform poem class feel confident preform,1
got home tonight beautiful surprise party gorgeous friend birthday tell feeling sentimental awed actually totally lost word really explain feeling,0
put make first time month needed feel pretty,1
feel nervous new thing anymore type attitude rather really hope dont screw type attitude,4
friend feeling run everything every dumbass word say moronic thing worst he rukia,0
feel target blank download people die feel people feel die q amp wiki depends theyre dying theyre feeling thinking moment,0
feel angry instead asking problem accusing mad finally confirm kind person,3
feel pathetic meaning,0
feel like tree shaken rudely comfortable ground,4
ive last posted mind hasnt flooded topic feel need entertained influx feeling opinion without clarity life happened,1
would love stop feeling effing needy,0
feel little sad christmas hardly,0
feel dumb,0
feel thing lot relaxed maybe year ago,1
alsways feel carefree,1
open eye morning heart feel empty,0
also cant sleep life feel totally totally fucked make sense one level sober therefore well living much self centered self willed thought action iam world pain right,3
may even try make matching hair bow feel talented make sell,1
remember seeing monitor feeling like truck chest couldnt breathe husband told theyre going intubate wasnt convinced would survive wanted live badly,1
like first book stayed gut feeling one liked second book pretty well third book little better hated last book,2
miss feeling like hated,3
still cant shake feeling might unwelcome,0
quarrel father,3
feel completely humiliated let get way,0
often go week two without iming anyone im feeling especially outgoing one poke,1
hunch coming month republican try tap overall feeling discontent,0
devote significant amount emotional energy feeling anxious thus become irritable frustrated little provocation,4
read kindly feeling one cause disruption splendid person highest moral character salute,1
feel met author would get along writing seemed friendly formal,1
would throw thing feel terrified agitated,4
feel child become violent mentally unsafe get older constantly dangerous environment,3
feeling scared ra lot work go job,4
identify independent admittedly sometimes fault strapped time make feel needy,0
im already beholding indulged high intensity feeling homesick think,0
im feeling nostalgic happened last four year,2
even feel hair look superior,1
feel became frightened thought putting best foot forward,4
could go feel like tortured enough one day,3
im year old boy feeling hopeless,0
feel lucky mom,1
feel isolated alone trade,0
ive made feeling people still supporting gop election cycle href http drinky lemur,2
tend become little animated talk something feel passionate,2
feel uncomfortable slobby,4
im fancy way without feeling top snobbish,3
feel unloved lately like dont get given enough attention,0
trust though may take courage feel god faithful god even dont see bigger picture lord,1
push back repressed expression child split marriage say chance late feel enraged situation wanna yell top lung fuck aint fucking problem dont make way,3
feel wholly completely loved well day,2
lay still awake find feeling unhappy,0
reading newspaper story man committed incestuous act twoyear old child thought anyone could thing abhorrent,3
need know fixed going feel gorgeous dress,1
feel strongly impressed must something,5
feel devastated betrayed abandoned ask peace comfort new direction,0
feel fine add bright smile,1
feel inhibited fact woman clodia husband sorry mean brother always make slip personal enemy everitt,0
begun feel really burdened woman slum particularly mama kina,0
feel lonely reach call sister mom neither one available,0
view much like little sister habit building darkest day done remarkable job lately even asking advice make feel valued,1
im nosy like see process behind scene peice feel like least provide little treat everyone curious like,5
feel like im greedy say want money,3
feel marginalised frequently intimidated road often feel law rule define safe road layout look like simply dont make sense im using bicycle mode transport,4
know obrian good characterisation evidenced main character feel like couldnt bothered extend rest crew,3
started day matter well would feel horrible,0
feeling pretty low despite wettest summer rec,0
ive feeling like im shaky quilting water started questioning work,4
still feel disheartened,0
feel thompson need work exactly impressed flash fluff,5
really feel like year mellow one,1
enjoyed experienced entranced none point ever made feel experience devoted,2
feel like everyone think fake point laugh,0
still feel devastated,0
feel shouldnt back rel nofollow target blank title girlfriend href http eepctqlhiafjwnrrmas,0
longer feel timid insecure walked,4
feel quite naughty,2
feel amazing lift,5
think feel pretty good,1
control come sky busy christmas period game january weather permitting feel alex useful addition squad,1
even think feel ashamed would denying true self,0
laying around disgusting apartment feeling melancholy anymore,0
kept feeling like missed something needed go back read,0
dint use purpose flour feeling guilty healthy breakfast,0
feel though accepted well comfortable around side family,1
awful feeling im going something really idiotic like decide make simple quick make mini tote tricky project deciding use two piece need stitched together,0
im mean huge however im find extra weight make feel uncomfortable well clothes,4
hurt feel abused,0
actually started hour ago got distracted flow odd roommate feel rude typing away,3
want feel left faithful reader love,2
feel pencil skirt elegant look best paired simply minimal colour complement chic structured design,1
know less welcomed feel need ferocious brave show wizarding community continue work rid england mudbloods half breed whatnot,3
feel like deserve punished awful thing,0
got feeling trying create nostalgic atmosphere didnt work,2
find anything feel complacent,1
hate feeling discontent im feeling right im tired hiding,0
feel like redeem even though think realized distraught ok,4
feel though canadian coming complacent working country well weve fared recession,1
shy away song talk feel toward god maybe even talk faithful response toward god,1
struggled feeling like liked band david hockney photography collecting thing body really understood thing body understand,2
scared would walk saloon feeling regretful cutting hair always miss old hair get new haircut,0
feel peaceful even though dont think visible yet ive trying give less importance thing usually bother like problem organisation school instance focus trying happy content small thing,1
im feeling emotionally vulnerable right want throw peace go back party hard,4
feel like bitchy undertone whole convo like kinda sarcastic,3
felt like petty spoiled person planet feeling rotten luxury problem,0
teared already felt stressed havent telling anyone showing much feel stressed school,0
romantic meal glass wine tired lethargic last thing feel like vigorous humping action,1
feel guilty nothing special thanksgiving,0
ever get feel needy feel stay away,0
really hope im blogger treat badly still feel super lousy wouldnt wish crap worst enemy,1
still feel hot said aj frowned,2
wont bore psychological sign workplace burnout except say youre feeling depressed anxious helpless hopeless congratulation,0
feel like going break second become mad deranged la helena bonham carter sweeney todd,3
feel confident already href http johnnykaje,1
really proud husband talked talked girl really feeling disgusted,3
bought pretty dress pair pretty sandal looking forward feeling pretty,1
tackling exercise backyard shed late morning breakfast burden system began feeling lethargic scotched intended shopping expedition second consecutive day,0
almost want post sometimes feel intimidated amazingness mom blogger seem perfectly organized home entertained child,4
feel really petty complaining panic attack,3
feel like noticeably inhibited lot thing,0
felt sick watching feeling helpless,4
believe looking good feeling food productive professional making money,1
feel like crap safe,1
would ideally like able come term one point acim happily integrated abraham process feel resolved,1
feel like im cool girl theyre tolerating im paying,1
admit feeling little victimized,0
im taking year first time good feel relaxed,1
love add little milk feeling especially naughty splash caramel vanilla syrup shhh,2
mean know quite cause feel fucked head,3
could feel breath smell sweet scent,2
really hope guy understand thing really feel either rejected right place,0
im feeling increasingly comfortable return laddie marking skill,1
im standing near max crib watching whole thing feeling terrified,4
feel like missed numerous vantage point,0
feeling never friendly,1
feel like would confused waited long time reading second book,4
feeling bad every passing minute,0
really enjoyed using product cleanse polish made skin feel lovely soft,2
assure midst feel quite unwelcome known beloved,0
pick air feel curious,5
ive seen mean kid adult child doesnt fit norm way going label could made feel anything amazing,5
feel angry upset customer,3
feel like flagellating like weird albino priest angel demon every time see face,4
cant help feel amused hmm,1
im feeling generous enter day like long new answer spell magical ability rhyme potion etc,1
dont know dont know feel everything going ok,1
pleasantly surprised read susceptible falling dessen romance spell part novel feel like missed opportunity,0
feel blank freak,0
feel glamorous,1
feeling plant may temperature shocked,5
feel muslim generalizing retaliation possibly hurting innocent people,1
began shoot every person made feel perfect,1
dont win lot thing still feel ridiculously lucky,1
want feel pain chest something terrible happens want cry happy tear something good happens,0
also got chance watch cousin dance royal opera house must say feeling proud got teary eye beginning shhhhhhh secret,1
feeling stressed,3
think often feel way planting deeply terrified go deep ground hard get,4
think one site truly made hella smile feel reassured morally good kind individual world,1
outweigh feeling discontent finally get bed night,0
feel juggling fine detail go professional writing career,1
feel useless pay anything sit computer nothing day waiting sending resume,0
feel resentful ungrateful negative fearful feel navigate day dead weight float around thing engaged,3
often feel like punished strength almost worse one even noticing value,0
still remember like teenager giddy feeling amazement hot looking boy like although use term hot back actually like back,2
feel like dont keep loving deal card say mercy,2
like feeling unsure uncertain,4
went home alone restaurant dark,4
feeling pretty overwhelmed stressed whole affair minute straightforward logical totally right answer algebra combined overhearing trigonometry another tutor tutee working library calmed right,5
hate feeling hopeless need depression anxiety go away,0
feel pathetic even reading thought like wow loser shuffle across mind,0
would like take opportunity say amazing family made feel welcomed child half lovely child sat table would happy,1
feel sock bunch foot make cranky liable bite someone head saying hello,3
feel jealous sometimes especially come friend,3
want feel tragic,0
move sit real close close enough smell cherry candy sucking close enough feel nervous,4
feel shouldve enjoyed trip always eager see aussy cant feel feeling mom among u longer,1
start see problem one afternoon feel depressed wait one hour friend come back talk,0
know everyone political view ask unless feel important discussion offend,1
definitely feel hated,3
feel way ever cool thing mom actually think im adorable,1
always find way feel impressed,5
close eye hold close body feel delicious grasp,1
shared feeling shocked,5
feel depth sorrow suffering love felt height joy goodness,0
feeling rather triumphant decided disagree david notion real peak decided give side trail chance,1
say little prayer every time come close bread day diet work though feel productive body shape changed feel less sluggish,1
feeling guilty played part breakup subconsciously trying figure wen wrong could fix could prevent purpose behind,0
feel pathetic world,0
hear bird know well feel safe,1
fly paulo coelho feel useful,1
totally laughed loud first statement second statement made feel kind sad,0
cant counselor way feel damaged,0
struggled thyroid waking day feeling well seeking answer fix whatever wrong could get feel good,1
feel somewhat alarmed,4
feel awful know im lying kid sometimes hell stoop pending,0
soak feel beloved next,2
feel irritable low cannot put finger exactly unhappy,3
feeling bit cranky kid week cranky baby whiny year old demanding preschooler wanted stop remember blessed really,3
less sensitive feeling less easily hurt,0
find smiling feeling towards almost feeling affectionate towards,2
miller production dialog new medium feeling generous,2
feel bit depressed,0
know im making big deal feel quite shocked drive,5
saw last spot tour going wrapping whole thing must admit feeling little intimidated,4
feel bit melancholy think teaching child yet love jesus taking sunday school attend vacation bible school,0
like hearing ministry reach people need one concern may feel pressured except jesus heart accepting care ministry,4
feel clever trickery front combine background draw audience expands target audience,1
could somehow stop everyone earth ever feeling heartbreak would one happy lady,1
feeling resentful,3
look back pop music childhood still feel fake,0
may constant dullness heaviness heart make feel restless bored unsatisfied however know well feeling evoked time month,4
im feeling bit sentimental,0
feel lively enough something laying,1
feel furious behalf,3
think reason discussion feel lively since night course class diverse large bunch student older side,1
feel little uptight really conscious careful everything happens,4
feel horribly selfish fraudulent,3
constantly overwhelmed feeling smart enough pretty enough nice enough talented enough worst enough make thing better,1
may starting feel paranoid maybe insecure im mere human yearns loved cared noticed,4
could feel depressed since im always known labelled happy blessed,0
cant help feel youll break might faithful seem,2
feel honored much support friend mona wonderful customer follower facebook page parent drove hour front row help support endeavor,1
feel passionate want convey story suburban north america truth god bigger geography,1
cant shake feeling wouldnt liked book hadnt already felt connection character,2
feel like thing resolved bit quickly end though intrigued find happens future book,1
feel tinge melancholy around labor day weekend,0
pray rosary feel sense calm upon,1
agreed let u past happy part life feel honoured,1
knew reached continuous bump made feel obnoxious due devastating condition road,3
feel dull aching sharp pain chest overwhelming emptiness,0
im feeling pretty hopeful future public service,1
feel sort treachery towards beloved go fuck someone,2
mean feeling pretty good ask trouble know mean,1
came home early caught year old daughter sex feel devastated,0
feel like cause lot problem exactly sure sincere feeling,1
im making mistake thinking less clearly feeling anxious,4
know point im starting feel doubtful decision made,4
cant help feeling strange variety relief,5
dreading feeling irritable,3
feel funny calling film,5
feel nervous,4
feel like pathetic hellip hellip even director saw want rather drama want try sitcom,0
friend sad feeling rejected world think finally realize friend arent thought,0
first got eye infection back possible make feel less sympathetic probably already,2
feel like messy often struggle keeping email image document etc,0
feel grumpy going dig xl men pajama grab bar chocolate put favorite chick flick dvd player treat like failure kind like person feeling grumpy maybe need time,3
feel like kinda gettin lil bitchy gimme break get rag hour,3
want life amazing feeling couldnt pleased future headed,1
honestly feel envious,3
im pretty effin excited feel like im back started oh fab therapy,1
feel gentle breeze,2
feel strong confident intelligent ready step real world,1
feel passionate sharing want hear well spout lulu ism,1
ask move mover working full speed didnt feel like bitchy,3
head feeling brave,1
know ann still feeling homesick,0
dont want another monday feel defeated know start dieting blew,0
certainly never felt appropriate life supplicate life another life simply life feel superior equal,1
cant change feel find positive,1
feel vital get leadership thing worked,1
dun answer feel impolite answer talk u dunno wat,3
im sober feel sort numb much like celexa none calm,0
began feel isolated frustrated low esteem,0
feel indecisive see work life playing,4
feeling lighter less inhibited every single day,0
feel sympathetic hard lose third place,2
also really hope feel ashamed se asian culture public shaming ie screaming thief someone bad stealing,0
spent first couple day feeling bit restless kept busy cleaning organizing etc,4
feeling wont thrilled think ultimately decision,1
dont know feel let recount emotional spectrum throughout minute gfb finale,0
im feeling generous fellow bookworm kiddy even youre kid heart,1
feel tender teenager fear may developed life long aversion pie confess tip hat julie grandmother,2
sink deep sofa feel safe surrounded everything known long wall choc bloc painting hundred art book dip,1
wish could take feeling sort would messy file,0
want feel body numb,0
spend time dating attempting date end feeling confused,4
left feeling helpless little sad,4
like oh thats awesome blah like reminding he interested girl like know concern make feel weird like,5
feel like offended yawwwn,3
went bed woke without fever horrible headache sore throat still ear feeling plugged aching,0
feel fearful dont know going happen next course recovering,4
grew feel like knew parent would disturbed,0
feel hesitant want put much stock possibility maybe today mark end hard year start one might better,4
im feeling inspired hair freshly cut,1
even started feeling impatient exactly happen,3
think feeling generous today,1
still get day seem get kick others feel reassured everything ok feel,1
feel honoured asked thanks href http doodlesandscrapsofme,1
also song write without feeling bashful play music guitar without anyone telling turn,4
miss nice see suck see always feel rushed,3
feeling convinced argument extended bal thackerey allowing pakistan play indian soil till show thought action creed really want friendly relation india,1
feel like part repressed buried long surfacing,0
feel pleasant little buzz tongue clean refreshing taste,1
think must caught mild version big cold sniffle feeling inspired,1
sense keep catching attention feeling beloved love pouring touching encounter palpably strong way,2
nearly called ambulance feel bit shaken saw doc given diazepam im sure takeing,4
feel drained without clozapine,0
go said feeling paranoid lol,4
sat park friday night listening listed everything thatd happened past month made feel shitty,0
im seventy ill desperately want remember happened every day high school class hard teacher mean friend feel pretty unimportant,0
feel people allocated questionnaire representative target audience therefore result valuable success advertisement,1
left malaysia feeling pleased finished first full race excited achieved sunday sepang,1
feel peaceful centered endless supply energy day accomplish important,1
feel strange english right,4
feel horrible post day manage get picture,0
never got anything mountain lore forest lore cave lore town lore feel like probably missed opportunity try,0
could feel getting weepy strangely left axilla also ached,0
woke middle night dream,4
feeding morla started feel agitated reason,3
feel prince charming come sooner expected,1
kind feel blank whole thing,0
used believe feeling like fear ignored suppressed right away moment,0
say one good thing movie thats computer generated transformer took truly real look feel amazed fluidly integrated live action good looked general,5
feel sense relief also sadness im ending colleague anyway oh fab,1
came side feeling stronger compassionate others,2
would feeling genuinely shocked surprised hit jude,5
want feel respected,1
feel submissive front sexy girl,0
id feeling smug catching going around,1
knew like feel heartbroken,0
four week ago felt much touched find asciatic patient asked morning tapped fluid,3
im feeling treasured need remember hard treasure something lost,2
still feeling pretty optimistic confident ability able,1
feel like nikolas get im going rude wake call,3
feel anger torward greedy,3
still feel like got hit car walked away shaken seriously damaged,4
im feeling glad yes im glad baby im glad glad youre mine,1
put finger making feel exceedingly irritable unsettled,3
didnt feel terrible slowing,0
glad exhibition closed spring though time new leaf colour make feel hopeful,1
feel particularly elegant though,1
still feeling pretty good,1
also love one able send good home without feeling like giving away vital organ,1
feel lame sitting home reading wind outside,0
still enjoy feel like beaten head dumb figure stick,0
cant help feel hopeful optimistic brighter future,1
feel smart even though really easy haha,1
spritz little bit brush feel moisturized less damaged,0
could feel divine blessing tryst,1
feel today feel little bit overwhelmed,4
left feeling rather distressed torn,4
bet taylor swift basks knowledge boy writes song probably feel tortured,3
feel jealous touching someone else,3
often pas street jurer feel impressed nice construction safe atmosphere,5
might could stress important expose friend situation may cause feel unwelcome uncomfortable,0
feel desire learn explore truth say spirituality lead useful source,1
feel peaceful feeling leave feel,1
feel useful pulpit find ironic often question efficacy preaching,1
pray may feel sure nothing god cannot accomplish changing life,1
feel delighted varsity picked muse,1
sometimes feel doomed way life way rest life,0
im starting feel becoming bitter,3
feel fine,1
want know exactly meaning behind effin feeling submissive thinking,0
feel really valuable knowing considers worth sacrifice,1
feeling bouncy added go tangle around rather like spiraling effect achieved,1
still idea whats feel determined enjoy day matter,1
im feeling little discouraged realize going impossible meet goal mile year,0
recognize fear im feeling lord come place trusting hoping lord,1
sometimes feel little unsure independent really,4
think agree give extra measure humility feel really stupid,0
guess feeling bit nostalgic,2
may posting actively fortunately keep camera pen notebook ever go whenever feel passionate something write take many photo,2
see thing working better happy instead im feeling miserable alone,0
know core perception doesnt shift matter many time able check something ive gained friend better health rewarding work simply move list find something else feel needy,0
weekend group people,3
chose use weaving piece feel like go well within collection piece made semester similar shape material,1
feel foolish long run extra mile best muster nearly second per mile slower year ago,0
feel triumphant,1
coming back couch tough feeling ok,1
ready go need fortunately tim feeling ok feeling well enough go,1
always feeling though surely surely god would give break bless peaceful baby,1
im psyched stop thats kind good thing wont feel pressured go see everything hopefully relax focus making fun kid extension make fun,4
think woman congregation cried spoke family trying find church homosexual daughter would feel accepted,2
would sometimes feel awkward talking brother mum dont see awhile,0
feel thrilled like much,1
try plead case may feeling unloved abandoned cant empathise position read,0
might left feeling disappointed especially anticipating pic video,0
feel agitated moody wanting wanting wanting,4
anxious see movie bully trailer left feeling shaken nostalgic,4
hate feeling like stupid,0
think still feeling tender,2
im feeling cranky taxation,3
feeling gloomy like weather,0
always regret make feel crappy run knew wouldnt home showered nearly lunchtime,0
feel reassured called said mayor byron brown,1
feeling quite emotional always watching little white boy getting medium sized putting heart soul haka performance particular overwhelmed effect child performing together form unique new zealand,0
feel like fight give sometimes battle ferocious,3
feel dirty washed nose teeth brush electric brush brush way back small brush brush xmas tree brush massage around teeth rubber pointy thing floss,0
lost girlfriend,0
im feeling much devastated,0
want use space political soap box feel reached important crossroad may strongly affect future food country possibly world,1
ive medicated today feel funny,5
thrilled lot thing feel petrified,4
feeling depressed went jog,0
know feel feel absolutely terrified overwhelmed desire like cry drink beer prey maybe find way make lyric work within thought process,4
feel delighted rice er si young lady understand,1
im feeling doubtful writing dream know shes behind,4
hate feeling cu thats really bitchy want someone break girlfriend theyd,3
feel regretful didnt bring overnight gear,0
feel soo naughty today,2
even say opinion something without feel offended,3
overcome heat started feeling weird,4
feel getting pissed tiniest thing time,3
feel little bit sorry ahem face hard time,0
feel know get little glimpse life feel sad sad happy thing go right,0
used write poem story related depressing day trying best make arty cause find comforting write feeling creative,1
want reach hand another take hold noone making feel needy,0
remember feeling special getting mail camp mother family cant imagine would feel like get letter curious pen pal another country,1
last posted blog feel bit like neglectful mother,0
feel safe loser attitude reflected way live,1
love never feel like quite perfect,1
want scream yell everyone feel wronged honestly good,3
feeling find becoming less less amused interested many activity attitude brought joy past,1
feel exhausted want taken care,0
cannot wait human ahkman feel kiss frightened,4
report suddenly author feel bashful maniacal rant,4
id feel regretful since friend didnt go aboard graduated free summer actually travelling regular trip china visit family,0
feel comfortable far would like,1
socialising feel awkward around people time eat cover fact nothing contribute conversation,0
attributed depression feeling inadequate unrealistic ideal lds church still hold ideal somewhat responsible recognize pattern behavior,0
feeling discouraged alone,0
feel naughty breast cancer awareness,2
dont know going feel sympathetic im human lie,2
feel like regaining energy need school excited possibility,1
id feel nostalgic gillard hour ago,2
would like pick point made feeling isolated,0
feel like super humble right,1
talked therapist yesterday nothing feel resolved far anything ever get resolved session,1
got started one thing always give joy even im feeling lousy,0
left feeling distressed,4
feel guilty drop everything take care,0
sometimes feel overwhelmed hat wear trying figure real emily,4
im feel like always entertained simply content,1
know going feel disheartened afterwards unknown undefinable thing cannot attribute anything,0
im feeling kind feeling confused yet like bleh,4
sorry hear feeling exhausted,0
hate love feel complacent working,1
feel like creativity running low like dying battery,0
im afraid doesnt feeling working relationship irreparably damaged may lose job,0
feel noleans probably lack lot diy art music stuff id go sorta neurotic wihtout,4
discovering good friend lied,3
im still feeling bit shaken,4
stare feel utterly helpless,4
feel appear friendly continue looking face eye feel look sinister,1
feel much better number,1
feeling super inspired new project,1
want feel numb nothing emotionless day,0
didnt feel quite energetic regained lost weight even though tried keep exercise routine,1
im sure going feel gracious return,1
feel hurt lack thought knew busy needin drop beth n take second bob n give kiss goodbye even text,0
went sleep feeling assured would know ever needed,1
feel joy god must felt creating spot feel joy calling beloved,1
angry kindda let negative feeling towards away something still bothering maybe little bit jealous easier let thing go fun whereas side thing simple,3
feel like write book loving researching good,2
feel like must life afraid,4
punched work sunday sighed brunch trumpeter waldo carter said behind know exactly feel startled flinched,4
feel love world gracious joyful,1
feeling generous seasonal,1
tired feeling like horrible person,0
im feeling sentimental tonight,0
think people unintelligent want feel intelligent answer question nonsense answer earn point ask stupid question like u go stuff like,1
could feel fear uncertainty beloved endured well year,1
know feel fantastic,1
think people little problem expressing help feel afraid let hang express emotion get nearly much airtime,4
feel blessed enjoy activity like,1
im moving forward feeling optimistic first time month,1
im feeling uncharacteristically optimistic today perhaps even unrealistically optimistic,1
got home work feeling adventurous also feeling active decided start poking belly see would happen,1
cant help feel need delicate,2
feel hubbie rubbish really starting knock confidence people he supposed trusting heart,1
felt good race started run guess feeling effect cold congestion didnt really realize still,3
think feel bit disappointed miss point today,0
really want healthy life style become habit instead necessity moment feel like naughty child denied biscuit tin angry letting put weight first place,2
began feel accepted gaia term,1
roommate lack consideration,3
feel lonely leave comment,0
im feeling reluctant change anything working well,4
id put thing box yet among thing one hundred twenty book wasnt reading made feel guilty like know everything,0
began feel strong connection several,1
spent two hour working crochet gift still feel restless slightly sad,4
started feel lethargic everything happened past ive let fitness slip away happening letting like,0
feel like chanting voice would reverberate wall feel rude,3
subjected nasty joke group friend,3
feeling little irritated close friend yes feel like ongoing hangover arent reason bad mood,3
contact people feeling extremely irritable experiencing major headache remotional outburst,3
im even talking clammy feeling lovely hot flash,2
im also feelin lil uptight sucky lately know reason,4
dun feel blamed,0
dont know feel uncomfortable front people flaunt strength accomplishment,4
feel weepy make want avoid people dont freak,0
feel accepted think like said tripping tall cotton look snake,1
feel nothing reply suddenly relaxed,1
feel like anything say worthwhile others want bother people worthless thought,1
lot thankful every year feel like one year im extremely thankful amazingly supportive family,1
feel barker successful showing horror world war one,1
wanted avoid feeling rushed,3
dragged lazy as albeit cute one bed morning suddenly feel morally superior everyone else,1
hadnt parent place long time went visit high expectation,0
get feeling vain start thinking battle scar one wear proudly,0
love reading feel positively rich house full new book learning new thing pain relentless really pace spend day pottering job job depending stupid feel like,1
feel like title mimm fall inspired weekend href http thislifeissparkling,1
suddenly feel anxious im cry little thing,4
still feel numb feeling hour,0
feeling bit doubtful last couple week,4
feel empty turning corpse inside like something broken never actually alive ended one collection,0
still get fact feel absolutely fine,1
went large double double along chocolate chip muffin feeling dangerous,3
feel dirty disgusting contaminated,0
mission feel festive dressing tinsel santa hat christmas headband flashing brooch eating mince pie pulling christmas cracker think finally managed achieve,1
began feel little cold,3
worry every nuance day presentation others less little thing worry make feel less neurotic overall less likely trigger psychotic episode well,4
finally feel accepted nashville home,2
feel like studying probably studying anything passionate,2
leave u feeling hopeful recording later year,1
shaved head yesterday feeling keen thing also good refrence far comic go,1
attempt convince others think truly feel become resentful others let help,3
told dh feeling internally shaky,4
trapped mall starting feel like mallrat hated,3
ive feeling festive torch week,1
feel truly honoured accepted invitation participate project,1
feeling valuable yet everyone learns communicates differently figuring partner important longevity relationship,1
feel overly burdened even smallest responsibility large responsibility recently agreed burrowing way brain tickling subconscious hour,0
didnt feel amazed expected nail area quite small isnt posh cushy like hoped,5
write feeling low,0
still dont feel like finishing typing know legion legion loyal reader clamouring exicting conclusion disney vacation,2
walked feeling really terrific humor story made appreciate going time saw struggle lend triumph said,1
feel like enter class petrified im going say something make think less,4
didnt get anything bad lot thanks stuff made feel good,1
say without doubt certainly tend eat feeling unhappy stressed,0
noticed time tired drama tired feeling either physically mentally emotionally spiritually exhausted hope feel normal self,0
feel like supposed faithful,2
nannying kid could definitely snark back feeling bitchy feel sarcasm kept away child clothes,3
feel special would like take moment thank everyone sent warm birthday wish greeting made feel special,1
feel hot irritated tired,2
im driving fall boy friend avenue q youre feeling totally emo fall boy youre feeling rebellious muse youre easy goin mood moshav band feel like dancin beatles feel like making oh care,3
want federal prosecutor dc feel like perfect place pursue legal career,1
feel like blundering idiot around people might exactly need make pleasant,1
feel like hated argue,0
also feel friendly generous toward glad hear michelle able go dinner favorite italian restaurant downtown chicago stay hour,1
beg crave particular something im convinced bring happiness yet arrives im left feeling jaded used,0
find feeling slightly melancholy thought retiring favourite summer piece storage closet fall winter season,0
feel cold terrribly,3
im still using blogger follow blog like livejournals feature enabling private post keep one journal without feeling inhibited writing thing dont want publish net,4
like feeling vulnerable exposing worry concern mostly felt need hold together strong one,4
im feeling particularly generous ive begun wonder game plan actually much longer term one uk core,1
im feeling kind unwelcome,0
feel really overwhelmed mine,4
cant always identify people struggle often feel pretty lame href http www,0
felt connection need feel order love movie jo march said gave longing transformation,2
im sure everyone starting feel christmassy getting festive era,1
feel paranoid,4
feel lovely touch,2
get added bonus feeling superior healthy everything weve hearing lately href http apps,1
guess feel dissatisfied lately deleted myspace made facebook deleted within hour,3
sometimes worry feeling offended hurt wrong said someone make nasty reply back didnt feel people,3
feel envious ryota keita going school smiled kota,3
im feeling bit dazed sort like someone need poke really wake,5
definitely cannot prove feel important enough,1
still undeniably big weight gone feel pretty terrific,1
watch iggy azealea strutting desert road louboutins latest music video rita os stepping dinner date red vivienne westwood gown cant help feel though would look cooler feel satisfied channeled sense style,1
practically got feeling hostile environment,3
feel moment precious even share,1
feel distracted well weight managment,3
feel stressed tired worn shape neglected,0
feel acceptable music criticism reinforce concept music,1
ill try figure calorie see much take make feel satisfied,1
feel talented player currently especially rested next game experience player bring game ability go ever,1
also mention marriage living also feel wronged home high price scary ordinary rural family really difficult afford high price house,3
get feeling dissatisfied life filled regret bitterness distanced possible mean disappointment,3
feel lucky photo supreme point,1
also feel much content contained vocref top ontology,1
climbed cherry tree alone thick caterpillar beside finger feel disgusted caterpillar snake terribly afraid caterpillar crawling finger fear almost unable climb,4
im game yet two week left go week ive got say im feeling discouraged,0
feel would answer would supporting understanding people difference disability done one way another long,2
feel fantastic job showcasing impact affirmative action higher education,1
understand feeling writer unsure skill unsure audience wondering wasted hour hour life making mark page,4
feel may useful reader searching tablet dont want break wallet like apple ipad tablet,1
feel like lame person sigh know damn shy,0
sure many others would feel troubled thing affect prefer find comfort solace justifying reasoning point troubled thus effectively accepting,0
feel ashamed two bag look like theyve erupted exploded natural disastered host spotless stylish living room,0
feel welcomed appreciated,1
feeling strange downstairs could still feel dull sensation contraction nurse said didnt want check hour,5
feel like greedy ingrate saying felt kind bad present,3
came home last night charity man auction another time hoo boy feeling pretty smug,1
must allow judge character others dwell feeling wronged lest develop serenity stealing resentment,3
feel privileged able see amazing exhibit,1
feeling glad,1
feel mad grabbed toy,3
feel scared unsure place,4
feel complacent,1
feel distressed sufficient,4
feel caring telling maintain healthy weight learn overeat stressful day tend day,2
feel little like tom daley rightly ecstatic bronze medal also feel delightful lady wi really need fucking lighten bit,1
even feel game part strange reality swarming violent carnivore adding bare landscape place know,5
know lot councillor feel get sympathetic hearing local newspaper,2
carried around audre lorde quote often refer feeling fearful uncertain thing dare powerful use strength service vision becomes less less important whether afraid,4
feel lot support honoured chosen represent country,1
stopped taking prescribed antidepressant month ago without bad feeling good feeling distinction norm,1
feel disgusted allows see glimpse eye somehow miraculously feel maybe conquer world,3
throw better ill feel heck im paranoid tree brach right jumped chipmunk crossed path went walking today,4
continued gaze beauty feel depth eye flawless skin got vibe beautiful lip held heartbeat elegance succeeding taking away heart,1
ran away leaving feel hopeless,0
feeling quite pleased point,1
guess ive feeling homesick,0
feel little glad others hard time,1
still feel embarrassed think,0
honest could admit feeling time time jonah know god gracious lucky jonah god still gracious gracious people like u,2
go meeting sleepy lot time fall asleep meeting fight stay awake feel like tortured stay awake,4
feel sorry father,0
feel tremendously lonely,0
im really feeling lonely,0
like slump feeling precious,1
try stay feeling caring meditating dancing sometimes writing,2
feel like something tragic going happen people wake see vulturous sic poisonous gotten,0
feel safe accepted,1
would well psychiatry really feel patient super perceptive thing people dont pick,1
